,Management,Business & Financial Operations,Computer & Mathematical,Architecture & Engineering,"Life, Physical, & Social Science",Community & Social Service,Legal,"Education, Training, & Library","Arts, Design, Entertainment, Sports, & Media",Healthcare Practitioners & Technical,Healthcare Support,Protective Service,Food Preparation & Serving Related,Building & Grounds Cleaning & Maintenance,Personal Care & Service,Sales & Related,Office & Administrative Support,"Farming, Fishing, & Forestry",Construction & Extraction,"Installation, Maintenance, & Repair",Production,Transportation & Material Moving,CoL Per Year,Leisure,Health
"Oceanside, CA",45509.67961044499,18610.536610444993,35306.58061044499,31217.203610444994,19847.136610445,1906.0256104449945,37344.93261044499,5578.925610445003,7564.263610444999,24890.708610445006,-4948.5343895549995,387.0256104450018,-12441.314389555002,-8344.634389554998,-12613.514389554999,-7705.394389555,-5321.714389555,-13253.594389555,4844.625610445,1618.3256104449974,-6728.754389554997,-7293.734389554997,33637.874389555,320.00000004000003,2121
"Ogden, UT",36139.91855968901,19832.967059689006,32946.172559689,30578.622059689005,17014.698059689,4713.078059689004,23552.673059688997,7966.725059689004,7095.238559689005,21223.108559689004,-169.7099403109969,8048.918059689,-6492.306440310997,-3655.3184403109954,-4954.220440310997,-1451.1714403109945,2948.817559689007,-1314.969440310997,6997.351559688999,9462.789059689,3854.0625596890022,3947.9090596890055,24023.330940310996,356.976,2138
"Oklahoma City, OK",35177.546237661,19512.47623766101,24311.496237661,30671.98623766101,16921.706237661005,3930.626237661003,22321.516237661002,7327.816237661005,6166.646237661003,16696.866237661,-2508.5137623389965,6465.446237661006,-8178.243762338994,-5428.453762338995,-7443.693762338997,-3703.713762338997,2093.836237661002,-775.4737623389956,4613.906237661002,6686.376237661003,4407.876237661007,2486.426237661006,24486.083762338996,363.00000004000003,2165
"Olympia, WA",55647.93166593,25685.07166593,50065.731665930005,39002.41166593,22371.63166593,6724.831665929996,32638.931665930002,8843.31166593,8690.431665930002,28694.31166593,-1298.468334070003,10166.971665929996,-8314.708334070001,-3743.1083340700025,-6186.868334070001,-2683.588334070002,-376.28833407000275,-5282.228334070001,11851.771665929999,9212.251665929994,490.29166592999536,1037.0516659299974,31525.588334070002,565.2,1955
"Omaha, NE",36210.65493945399,18921.001739453994,29220.700139453995,25626.408539453998,15494.647739454002,2838.1301394540023,21929.646539453996,10319.180939454,6473.845739453998,18306.179339453996,-1101.3216605460002,3628.7177394539976,-6437.578660545998,-3765.3006605459996,-4695.618560546001,-2552.8167605460003,2307.902939454001,2666.6301394540023,3899.8373394539994,6929.830139453996,4503.280939453998,4286.583739453999,24818.203860546,451.31000000000006,2440
"Orlando, FL",42106.27426899801,16548.734268998007,25575.674268998002,22494.674268998002,12039.554268998007,-269.6257310019937,20015.054268998007,3926.7742689980078,2370.674268998002,15955.154268998005,-6692.885731001996,-510.0057310019947,-12830.885731001996,-10812.165731001995,-11464.245731001996,-9065.365731001995,-3244.1657310019946,-12558.965731001994,974.5542689980066,-887.3857310019957,-4574.725731001996,-5968.645731001994,31932.165731001995,483.41076924000004,2555
"Overland Park, KS",38521.812689378,19157.038689377994,25784.056689377998,28089.703689377995,17342.308689378,2838.9286893779936,17408.824689377994,4705.714689377994,2266.312689377992,15571.681689377998,-3804.345810622006,4550.047689377996,-9312.185810622006,-5124.208310622005,-7524.785810622005,-4298.363310622008,1443.2226893779953,384.84468937799465,3805.5796893779952,5999.884689377992,4448.818689377993,2365.805689377994,25877.908310622006,729.5,2244
"Palmdale, CA",49396.11365518799,22496.970655187994,39193.01465518799,35103.637655187995,23733.570655188,5792.459655187995,41231.36665518799,9465.359655188004,11450.697655188,28777.142655188007,-1062.100344811999,4273.459655188002,-8554.880344812002,-4458.200344811998,-8727.080344811999,-3818.9603448119997,-1435.2803448119994,-9367.160344812,8731.059655188,5504.759655187998,-2842.3203448119966,-3407.300344811996,29751.440344812,512.50000004,2121
"Panama City, FL",49515.387397257,23957.847397257,32984.787397256994,29903.787397256994,19448.667397257,7139.4873972569985,27424.167397257,11335.887397257,9779.787397256994,23364.267397256997,716.2273972569965,6899.1073972569975,-5421.7726027430035,-3403.0526027430024,-4055.132602743004,-1656.252602743003,4164.947397256998,-5149.852602743002,8383.667397256999,6521.7273972569965,2834.3873972569963,1440.467397256998,24523.052602743002,377.42857148,2555
"Paris, TX",63870.51581543501,37170.01581543501,47272.115815435,46990.915815435,30518.175815435,17094.375815435003,44707.87581543499,21258.795815435,17294.835815435003,31111.755815435,4311.835815435003,13323.075815435,-1011.284184565,1613.7558154350008,-1446.0041845649976,5597.515815435003,11109.835815435003,1767.7558154350008,11629.695815435003,14326.155815435002,10929.435815435001,9489.755815435,19198.244184565,526.25,2174
"Pasadena, CA",39270.55025979698,12371.407259796986,29067.45125979698,24978.074259796987,13608.007259796992,-4333.103740203012,31105.80325979698,-660.2037402030037,1325.1342597969924,18651.579259797,-11187.663740203006,-5852.103740203005,-18680.44374020301,-14583.763740203005,-18852.643740203006,-13944.523740203007,-11560.843740203007,-19492.723740203008,-1394.5037402030066,-4620.8037402030095,-12967.883740203004,-13532.863740203004,39877.00374020301,797.0,2121
"Passaic, NJ",55437.08350767501,18456.88870767501,29364.13000767502,23232.512207675012,20553.846107675017,-995.7499923249852,24866.032007675007,3790.1688076750142,666.7118076750121,19024.19830767501,-13008.736392324983,-6773.783092324986,-18012.961392324985,-13461.548892324983,-15635.048892324987,-12822.436392324984,-9500.318892324984,-16096.486392324983,3335.7819076750166,-310.1837923249841,-8737.748892324988,-10825.748892324984,38562.023892324985,305.0,2737
"Pensacola, FL",48987.231714890004,23429.69171489,32456.631714889994,29375.631714889994,18920.51171489,6611.331714889999,26896.01171489,10807.73171489,9251.631714889994,22836.111714889998,188.07171488999666,6370.951714889998,-5949.928285110003,-3931.208285110002,-4583.288285110004,-2184.408285110003,3636.791714889998,-5678.008285110001,7855.511714889999,5993.571714889997,2306.2317148899965,912.3117148899983,25051.208285110002,326.0,2555
"Peoria, IL",46806.166036518,25120.448536517993,36997.71353651799,34499.338036518,23302.23403651799,8294.842036517995,38803.094036518,12683.686036517996,10083.836536517992,24639.77953651799,-353.9974634820064,8310.182536517994,-6163.344963482006,-473.58946348200334,-4275.618463482009,-465.2844634820067,5908.803036517995,1081.106536517993,25300.882036518,11414.077036517992,4763.543536517995,2380.008536517995,24010.789963482006,628.3,2473
"Philadelphia, PA",46307.055671359005,16447.689171358987,26128.645171358992,22159.603071358993,15306.505271358998,-3315.847628641004,23654.456571359,6843.161771358995,-1065.6997286410042,13672.281971358992,-8580.584628641005,-1730.9801286410075,-16557.210228641005,-11525.107728641007,-14154.540528641006,-11175.196128641008,-4238.113728641005,-8886.332628641005,1347.046271358995,-309.65602864100947,-2569.239228641007,-5985.973128641006,34441.76962864101,431.45454540000003,2321
"Phoenix, AZ",33659.609444809,16971.495044809,30659.875844809005,28550.339844808997,12654.322244808998,352.16704480899716,28573.205444809002,1634.482244808998,3323.5854448089995,22450.387844809,-4023.645755190999,2448.0582448090026,-10691.032955191,-8510.258555191002,-9306.981755191002,-6864.037755191002,-140.36255519100087,-10953.202555191001,1388.916644809,2609.2806448089977,-1046.0105551909983,-2543.2921551910003,29700.882555191,372.70815791999996,2262
"Pittsburgh, PA",51432.312992787,21572.94649278699,31253.902492786994,27284.860392786995,20431.762592787,1809.4096927869978,28779.713892787,11968.419092786997,4059.5575927869977,18797.539292786994,-3455.327307213003,3394.2771927869944,-11431.952907213003,-6399.850407213005,-9029.283207213004,-6049.938807213006,887.143592786997,-3761.075307213003,6472.303592786997,4815.601292786992,2556.018092786995,-860.7158072130042,29316.512307213005,415.70857148,2321
"Plattsburgh, NY",70050.40121347999,35498.66091348,40082.55491348001,35690.30771348001,26355.436313480008,12611.958713480002,51037.33091348,19826.853713480006,24346.752113480004,33984.55961348,227.8978134800018,10440.311213480003,-2725.539086519999,3062.739213480003,-1547.7630865199972,1582.3402134800053,5787.601313480005,4257.691113480003,19709.11811348,13268.837213480001,6529.817313480005,6849.616213480003,22792.715586519997,260.0,2338
"Pleasanton, CA",35812.250173361,8913.107173361,25609.151173360995,21519.774173361002,10149.707173361006,-7791.403826638998,27647.503173360994,-4118.503826638989,-2133.165826638993,15193.279173361014,-14645.963826638992,-9310.40382663899,-22138.743826638995,-18042.06382663899,-22310.94382663899,-17402.823826638993,-15019.143826638992,-22951.023826638993,-4852.803826638992,-8079.103826638995,-16426.18382663899,-16991.16382663899,43335.30382663899,1025.0,2121
"Port St Lucie, FL",45765.68145986801,20208.141459868002,29235.081459867997,26154.081459867997,15698.961459868002,3389.7814598680015,23674.461459868002,7586.181459868003,6030.081459867997,19614.561459868,-3033.4785401320005,3149.4014598680005,-9171.478540132,-7152.758540131999,-7804.838540132001,-5405.958540132,415.2414598680007,-8899.558540131999,4633.961459868002,2772.0214598679995,-915.3185401320006,-2309.238540131999,28272.758540132,363.0,2555
"Portland, ME",26917.749375852003,12315.447375852,19289.921375851995,20667.953875851996,9217.885375851994,139.8768758519982,11265.45037585199,1290.5643758519982,-3470.3356241480033,13932.952875852,-7449.148124148003,-1013.3356241480069,-13358.460624148003,-8803.585624148003,-11687.148124148003,-10223.835624148003,-3294.8356241480033,-2609.8981241480033,-2535.560624148002,-388.08562414800326,-1180.7106241480033,-5368.335624148003,31663.273124148003,314.0,2338
"Portland, OR",28472.915284365998,10980.825284366001,22207.745284366007,21735.165284365998,6452.355284366,-2789.5047156340006,17880.825284366,21.555284365997068,-1468.844715633997,21015.145284366,-6408.184715633997,-1724.8347156340024,-15591.934715633997,-12454.844715634,-13998.504715634,-11698.814715633998,-5587.374715634,-10106.174715633999,-922.3647156340012,-3115.874715633996,-6286.524715633997,-7529.9847156339965,34957.994715634,563.9973913199999,2000
"Princeton, NJ",52354.54827051699,15374.353470516995,26281.594770517004,20149.976970516997,17471.310870517,-4078.285229483001,21783.49677051699,707.6335705169986,-2415.8234294830036,15941.663070516996,-16091.271629482999,-9856.318329483001,-21095.496629483,-16544.084129483,-18717.584129483002,-15904.971629483,-12582.854129483,-19179.021629483,253.2466705170009,-3392.7190294829998,-11820.284129483003,-13908.284129483,41644.559129483,727.4760000000001,2737
"Providence, RI",55295.325295047005,22084.932795047003,28901.475295047007,28410.562795047008,20871.912795047007,2271.3077950470033,23102.375295047,12032.955295047002,7564.5902950470045,23931.56529504701,-5150.467204952998,1911.937795047008,-11624.237204952995,-7378.037204952994,-10186.089704952996,-6372.092204952998,-3037.5672049529967,-6415.902204952996,6670.620295047003,4333.230295047004,-1778.7822049529932,-5956.739704952994,32139.112204952995,358.75,2603
"Queens, NY",51268.31162646698,16716.57132646699,21300.465326466998,16908.218126467,7573.346726466996,-6170.130873533009,32255.24132646699,1044.7641264669946,5564.662526466993,15202.470026466988,-18554.19177353301,-8341.778373533009,-21507.62867353301,-15719.350373533009,-20329.85267353301,-17199.749373533006,-12994.488273533007,-14524.398473533009,927.0285264669874,-5513.2523735330105,-12252.272273533006,-11932.473373533008,41574.80517353301,665.0,2338
"Raleigh, NC",48892.13131435201,20356.278814352005,32538.268814352003,26006.771314351998,15910.526314352002,3884.2238143520008,16883.193814352,3734.358814351999,3854.396314352005,15529.316314351996,-7046.8261856479985,1678.3338143520014,-12290.693685647999,-8766.371185647997,-10468.538685647996,-7114.681185647998,-509.5761856479985,-5420.788685647996,2861.6588143520057,2910.8288143520003,-2330.903685647998,-4297.043685647997,28685.951185648,472.97,2165
"Redding, CA",54210.54908567599,27311.406085675997,44007.45008567599,39918.073085676,28548.006085676003,10606.895085675998,46045.80208567599,14279.795085676007,16265.133085676003,33591.57808567601,3752.3350856760044,9087.895085676006,-3740.444914323998,356.23508567600584,-3912.644914323995,995.4750856760038,3379.155085676004,-4552.724914323997,13545.495085676004,10319.195085676001,1972.1150856760069,1407.1350856760073,24937.004914323996,560.00000004,2121
"Redmond, WA",48713.804093604005,18750.944093604005,43131.60409360401,32068.284093604,15437.504093604002,-209.29590639600065,25704.804093604005,1909.1840936040026,1756.3040936040052,21760.184093604003,-8232.595906396,3232.8440936039988,-15248.835906395998,-10677.235906396,-13120.995906395998,-9617.715906395999,-7310.415906396,-12216.355906395998,4917.644093604002,2278.1240936039976,-6443.8359063960015,-5897.0759063959995,38459.715906396,705.33333336,1955
"Reno, NV",44043.49191744199,20223.311917442003,29338.391917442004,31103.531917442004,19813.811917442003,11179.991917442003,42823.691917442,9246.371917442,9021.731917442,34393.571917441994,1638.7719174420017,3702.3719174420003,-7233.388082557998,-1032.0280825579975,-8645.788082558,-4824.828082557997,2363.0119174419997,-1194.8280825579968,8668.391917442004,10361.771917442002,443.73191744200085,-787.3880825579981,28642.908082558,388.5,2213
"Reston, VA",45109.370249101,13150.935249101,26443.242749100995,15183.572749100997,13083.742749101002,-9919.934750898996,21954.970249101003,-6597.157250898999,-5259.809750898996,2789.562749101002,-19755.802250898996,-12855.452250899001,-26651.642250899,-23191.384750899,-25145.644750898995,-22252.089750898995,-14341.284750899002,-17742.322250899,-13546.884750899,-9169.257250898998,-15288.804750898998,-16701.859750899,43938.124750899,625.99999996,2472
"Richmond, VA",58833.38015007699,26874.94515007699,40167.25265007699,28907.582650076987,26807.752650076993,3804.0751500769948,35678.980150077,7126.852650076991,8464.200150076995,16513.572650076992,-6031.7923499230055,868.5576500769894,-12927.63234992301,-9467.37484992301,-11421.634849923004,-8528.079849923004,-617.2748499230111,-4018.3123499230096,177.1251500769904,4554.752650076993,-1564.7948499230079,-2977.849849923008,30214.114849923008,295.75,2472
"Riverside, CA",47712.95572140398,20813.81272140399,37509.85672140398,33420.479721403986,22050.412721403995,4109.30172140399,39548.20872140398,7782.201721403999,9767.539721403995,27093.984721404002,-2745.258278596004,2590.3017214039974,-10238.038278596006,-6141.3582785960025,-10410.238278596004,-5502.1182785960045,-3118.4382785960042,-11050.318278596005,7047.901721403996,3821.601721403993,-4525.4782785960015,-5090.458278596001,31434.598278596004,558.39285716,2121
"Rochester, MN",45845.83820987199,21718.547209872002,32265.386709871997,28863.921709872,20806.130209872,6646.638709871997,29951.585209872002,9332.096209872001,9011.402209871998,25586.741209871998,627.8477098719995,3960.4717098719993,-6976.661290128002,-2328.4462901279985,-5225.307790128001,-2262.0672901279977,1347.3832098720013,94.38720987200213,14309.948209872,8463.668209872001,4208.266209871999,3633.5212098719967,26336.597290128,500.0,2362
"Rochester, NY",67604.648165822,33052.90786582201,37636.80186582201,33244.55466582201,23909.683265822012,10166.205665822006,48591.57786582201,17381.10066582201,21900.99906582201,31538.806565822004,-2217.855234177994,7994.558165822007,-5171.292134177995,616.986165822007,-3993.516134177993,-863.4128341779906,3341.848265822009,1811.938065822007,17263.365065822003,10823.084165822005,4084.0642658220095,4403.863165822007,25238.468634177992,418.51205888000004,2338
"Rock Springs, WY",52859.02597985699,30500.365979857,31029.985979856996,40506.205979857,26665.105979857,20028.865979857,32738.965979857,20213.725979857,16338.745979856998,33164.065979857,9702.665979856996,16257.565979856998,1727.2259798569976,7358.345979856997,4950.665979856996,6317.305979856999,13550.025979856997,8870.185979856997,20992.165979856996,24730.705979856997,22347.805979856996,15214.705979856997,17418.934020143002,577.475,2172
"Rockford, IL",48819.321213357005,27133.603713357,39010.868713357,36512.493213357004,25315.389213356997,10307.997213357,40816.249213357005,14696.841213357002,12096.991713356998,26652.934713356997,1659.157713356999,10323.337713357,-4150.189786643001,1539.565713357002,-2262.463286643004,1547.8707133569987,7921.958213357,3094.2617133569984,27314.037213357005,13427.232213356998,6776.698713357,4393.163713357,21997.634786643,391.71999999999997,2473
"Rockville, MD",44502.07391873899,15941.44641873899,29424.623918738995,26133.58641873899,19053.473918738993,-5127.45108126101,9912.97141873899,2159.4589187389865,-990.2910812610135,14404.661418738993,-14401.956081261007,-6672.2935812610085,-22314.86858126101,-18041.64608126101,-20294.39108126101,-17545.476081261007,-8750.113581261008,-12150.043581261005,-6755.066081261008,-3544.5185812610143,-10659.86858126101,-11387.473581261009,40822.17608126101,614.65333332,2479
"Sacramento, CA",44617.26111212699,17718.11811212699,34414.162112126985,30324.785112126992,18954.718112126997,1013.6071121269924,36452.514112126984,4686.507112127001,6671.845112126997,23998.290112127004,-5840.952887873002,-505.3928878730003,-13333.732887873004,-9237.052887873,-13505.932887873001,-8597.812887873002,-6214.132887873002,-14146.012887873003,3952.2071121269983,725.9071121269953,-7621.172887872999,-8186.152887872999,34530.292887873,621.50000004,2121
"Saint Louis, MO",40361.470585916,19745.02058591599,30058.576585915995,28064.98058591599,12306.424585916,5013.336585915993,24763.858585915994,5547.364585915995,5286.004585915991,15749.116585915996,-5191.893414084003,3891.628585915998,-10112.375414084003,-6109.579414084004,-8412.467414084003,-5345.529414084005,1214.5625859159954,-1937.4534140840042,10498.684585915995,4329.862585915995,2056.256585915995,161.412585915994,26724.061414084004,335.36842104,2267
"Saint Paul, MN",41710.654342739,17583.363342739012,28130.202842739007,24728.73784273901,16670.94634273901,2511.4548427390073,25816.401342739013,5196.912342739011,4876.218342739008,21451.557342739008,-3507.33615726099,-174.71215726099035,-11111.845157260992,-6463.630157260988,-9360.49165726099,-6397.251157260987,-2787.8006572609884,-4040.7966572609876,10174.76434273901,4328.4843427390115,73.08234273900962,-501.662657260993,30471.78115726099,572.99999996,2362
"Saint Petersburg, FL",44932.188786367,19374.648786367,28401.588786366996,25320.588786366996,14865.468786367,2556.2887863670003,22840.968786367,6752.688786367002,5196.588786366996,18781.068786367,-3866.9712136330018,2315.9087863669993,-10004.971213633002,-7986.251213633001,-8638.331213633002,-6239.451213633001,-418.2512136330006,-9733.051213633,3800.4687863670006,1938.5287863669982,-1748.811213633002,-3142.731213633,29106.251213633,484.79999999999995,2555
"Salem, OR",38322.665869918,20830.575869918,32057.495869918006,31584.915869917997,16302.105869918,7060.245869917999,27730.575869918,9871.305869917996,8380.905869918002,30864.895869918,3441.565869918002,8124.915869917997,-5742.184130081998,-2605.0941300820014,-4148.754130082001,-1849.0641300819989,4262.375869918,-256.42413008199946,8927.385869917998,6733.875869918003,3563.225869918002,2319.765869918003,25108.244130082,558.66666672,2000
"Salt Lake City, UT",31909.378909827003,15602.427409827,28715.632909826996,26348.082409827,12784.158409826992,482.53840982699694,19322.13340982699,3736.185409826998,2864.6989098269987,16992.568909826998,-4400.2495901730035,3818.3784098269934,-10722.846090173003,-7885.858090173002,-9184.760090173004,-5681.711090173001,-1281.7220901729997,-5545.509090173004,2766.8119098269926,5232.249409826993,-376.4770901730044,-282.6305901730011,28253.870590173003,333.85379312,2138
"San Antonio, TX",55394.748300485,28694.248300484993,38796.34830048499,38515.148300484994,22042.40830048499,8618.608300484993,36232.108300484986,12783.028300484992,8819.068300484993,22635.98830048499,-4163.9316995150075,4847.3083004849905,-9487.05169951501,-6862.011699515009,-9921.771699515008,-2878.251699515007,2634.0683004849925,-6708.011699515009,3153.928300484993,5850.388300484992,2453.668300484991,1013.9883004849908,27674.01169951501,451.03520000000003,2174
"San Bernardino, CA",51997.39211171299,25098.24911171299,41794.293111712985,37704.91611171299,26334.849111712996,8393.738111712992,43832.64511171298,12066.638111713,14051.976111712996,31378.421111713003,1539.1781117129976,6874.738111712999,-5953.601888287005,-1856.921888287001,-6125.801888287002,-1217.681888287003,1165.9981117129973,-6765.881888287004,11332.338111712997,8106.038111712995,-241.0418882869999,-806.0218882869995,27150.161888287003,437.24999995999997,2121
"San Diego, CA",39856.784990120985,12957.641990120988,29653.685990120983,25564.30899012099,14194.241990120994,-3746.8690098790103,31692.03799012098,-73.96900987900153,1911.3689901209946,19237.813990121,-10601.429009879004,-5265.869009879003,-18094.209009879007,-13997.529009879003,-18266.409009879004,-13358.289009879005,-10974.609009879005,-18906.489009879006,-808.2690098790044,-4034.5690098790074,-12381.649009879002,-12946.629009879001,39290.769009879004,497.31121948000003,2121
"San Francisco, CA",20996.793495867983,-5902.349504132013,10793.694495867981,6704.317495867988,-4665.749504132007,-22606.86050413201,12832.04649586798,-18933.960504132003,-16948.622504132007,377.82249586800026,-29461.420504132006,-24125.860504132004,-36954.20050413201,-32857.520504132,-37126.400504132005,-32218.280504132006,-29834.600504132006,-37766.48050413201,-19668.260504132006,-22894.56050413201,-31241.640504132003,-31806.620504132003,58150.760504132006,1125.66666672,2121
"San Jose, CA",31809.671084323003,4910.528084323007,21606.572084323,17517.195084323008,6147.128084323012,-11793.982915676992,23644.924084323,-8121.082915676983,-6135.744915676987,11190.70008432302,-18648.542915676986,-13312.982915676985,-26141.32291567699,-22044.642915676985,-26313.522915676986,-21405.402915676987,-19021.722915676986,-26953.602915676987,-8855.382915676986,-12081.682915676989,-20428.762915676984,-20993.742915676983,47337.882915676986,533.15217396,2121
"San Mateo, CA",30008.116256772002,3108.9732567720057,19805.017256772,15715.640256772007,4345.5732567720115,-13595.537743227993,21843.369256772,-9922.637743227984,-7937.299743227988,9389.145256772019,-20450.097743227987,-15114.537743227986,-27942.87774322799,-23846.197743227985,-28115.077743227987,-23206.957743227988,-20823.277743227987,-28755.15774322799,-10656.937743227987,-13883.23774322799,-22230.317743227984,-22795.297743227984,49139.43774322799,937.5,2121
"San Rafael, CA",34069.019703806,7169.876703806003,23865.920703805998,19776.543703806004,8406.476703806009,-9534.634296193995,25904.272703805997,-5861.734296193987,-3876.3962961939906,13450.048703806016,-16389.19429619399,-11053.634296193988,-23881.974296193992,-19785.294296193988,-24054.17429619399,-19146.05429619399,-16762.37429619399,-24694.25429619399,-6596.03429619399,-9822.334296193992,-18169.414296193987,-18734.394296193987,45078.53429619399,1262.5,2121
"Santa Ana, CA",44299.740608347,17400.597608347,34096.641608346996,30007.264608347003,18637.197608347007,696.0866083470028,36134.993608346995,4368.9866083470115,6354.324608347008,23680.769608347015,-6158.473391652991,-822.91339165299,-13651.253391652994,-9554.57339165299,-13823.45339165299,-8915.333391652992,-6531.653391652992,-14463.533391652993,3634.6866083470086,408.3866083470057,-7938.693391652989,-8503.673391652988,34847.81339165299,537.9800000399999,2121
"Santa Barbara, CA",41430.892560949986,14531.74956094999,31227.793560949984,27138.41656094999,15768.349560949995,-2172.7614390500094,33266.14556094998,1500.1385609499994,3485.4765609499955,20811.921560950002,-9027.321439050003,-3691.761439050002,-16520.101439050006,-12423.421439050002,-16692.301439050003,-11784.181439050004,-9400.501439050004,-17332.381439050005,765.8385609499965,-2460.4614390500064,-10807.541439050001,-11372.52143905,37716.66143905,888.74999996,2121
"Santa Cruz, CA",34742.85737587898,7843.7143758789825,24539.758375878977,20450.381375878984,9080.314375878988,-8860.796624121016,26578.110375878976,-5187.896624121007,-3202.5586241210112,14123.886375878996,-15715.35662412101,-10379.796624121009,-23208.136624121013,-19111.45662412101,-23380.33662412101,-18472.21662412101,-16088.53662412101,-24020.41662412101,-5922.19662412101,-9148.496624121013,-17495.576624121008,-18060.556624121007,44404.69662412101,763.5,2121
"Santa Monica, CA",29351.497328601,2452.3543286010026,19148.398328600997,15059.021328601004,3688.9543286010085,-14252.156671398996,21186.750328600996,-10579.256671398987,-8593.918671398991,8732.526328601016,-21106.71667139899,-15771.156671398989,-28599.496671398992,-24502.81667139899,-28771.69667139899,-23863.57667139899,-21479.89667139899,-29411.77667139899,-11313.55667139899,-14539.856671398993,-22886.936671398988,-23451.916671398987,49796.05667139899,1146.2259999999997,2121
"Santa Rosa, CA",42490.292611982986,15591.14961198299,32287.193611982984,28197.81661198299,16827.749611982996,-1113.3613880170087,34325.54561198298,2559.538611983,4544.876611982996,21871.321611983003,-7967.921388017003,-2632.3613880170014,-15460.701388017005,-11364.021388017001,-15632.901388017002,-10724.781388017003,-8341.101388017003,-16272.981388017004,1825.238611982997,-1401.0613880170058,-9748.141388017,-10313.121388017,36657.261388017,763.3333333200001,2121
"Sarasota, FL",40932.559481303,15375.019481302996,24401.95948130299,21320.95948130299,10865.839481302995,-1443.3405186970049,18841.339481302995,2753.0594813029966,1196.9594813029908,14781.439481302994,-7866.600518697007,-1683.720518697006,-14004.600518697007,-11985.880518697006,-12637.960518697008,-10239.080518697006,-4417.880518697006,-13732.680518697005,-199.1605186970046,-2061.100518697007,-5748.440518697007,-7142.360518697005,33105.880518697006,493.33333332000007,2555
"Savannah, GA",45681.58195085,20603.41445085,32088.206950850003,27649.23445085,16113.799450849994,3962.071950849997,28823.29695085,8042.751950850001,7358.544450850004,17719.19445085,-3954.0655491499965,2925.324450850003,-11078.56054915,-7244.888049149999,-8988.588049150003,-6407.583049149998,446.3094508500035,-6145.20554915,4473.269450849999,4177.376950850001,-1195.400549150003,-2117.423049150002,27120.60054915,470.75,2392
"Schaumburg, IL",40957.166474741,19271.448974740997,31148.713974740996,28650.338474741002,17453.234474740995,2445.842474740999,32954.094474741,6834.686474741,4234.836974740996,18790.779974740995,-6202.997025259003,2461.1829747409975,-12012.344525259003,-6322.589025259,-10124.618025259006,-6314.284025259003,59.803474740998354,-4767.8930252590035,19451.882474741004,5565.077474740996,-1085.4560252590018,-3468.9910252590016,29859.789525259002,407.5,2473
"Scottsdale, AZ",34217.24368334199,17529.129283341998,31217.510083342004,29107.974083341996,13211.956483341997,909.8012833419962,29130.839683342,2192.116483341997,3881.2196833419985,23008.022083342,-3466.011516658,3005.6924833420017,-10133.398716658001,-7952.6243166580025,-8749.347516658003,-6306.403516658003,417.27168334199814,-10395.568316658002,1946.550883341999,3166.9148833419968,-488.37631665799927,-1985.6579166580013,29143.248316658002,473.25000004,2262
"Seattle, WA",46601.44328269801,16638.58328269801,41019.243282698015,29955.923282698008,13325.143282698009,-2321.656717301994,23592.443282698012,-203.17671730199072,-356.0567173019881,19647.82328269801,-10344.956717301993,1120.4832826980055,-17361.19671730199,-12789.596717301993,-15233.356717301991,-11730.076717301992,-9422.776717301993,-14328.716717301992,2805.2832826980084,165.76328269800433,-8556.196717301995,-8009.436717301993,40572.07671730199,693.0948386800001,1955
"Seward, AK",42765.697197592,25990.377197591995,28654.077197592,41569.457197592,24257.217197592,6227.517197591995,36127.85719759199,15567.237197591996,5200.257197592,31108.817197591998,-1090.4428024080044,11065.857197591999,-10582.622802408001,-4245.742802408,-5331.662802408002,-6237.182802408002,241.79719759200088,-126.46280240800115,18825.297197592,15454.917197591996,-886.7828024080009,3611.3971975919994,32969.822802408,1080.0,2299
"Sheridan, WY",52124.117740783986,29765.457740783997,30295.077740783992,39771.29774078399,25930.197740783995,19293.957740783997,32004.057740783996,19478.817740783998,15603.837740783994,32429.157740783994,8967.757740783993,15522.657740783994,992.3177407839939,6623.437740783993,4215.757740783993,5582.397740783996,12815.117740783993,8135.277740783993,20257.257740783993,23995.797740783994,21612.897740783992,14479.797740783994,18153.842259216006,463.75,2172
"Shreveport, LA",34701.56047201,16968.600472010003,20005.560472009995,32033.88047201,19087.560472009995,7529.720472010002,20976.12047201,11115.020472010001,5337.100472009999,16139.16047201,-3465.239527990001,4631.520472009997,-7129.319527990003,-5487.119527990002,-6731.159527989999,-3534.119527990002,2212.3204720099966,4173.720472010002,8625.66047201,7255.920472009999,6867.420472009999,3387.48047201,23331.23952799,492.0,2261
"Silver Spring, MD",53119.226687708004,24558.599187708,38041.77668770801,34750.739187708,27670.626687708005,3489.7016877080023,18530.124187708003,10776.611687707998,7626.8616877079985,23021.814187708005,-5784.803312291995,1944.8591877080034,-13697.715812291997,-9424.493312291997,-11677.238312291996,-8928.323312291996,-132.96081229199626,-3532.890812291993,1862.0866877080043,5072.634187707998,-2042.7158122919973,-2770.320812291997,32205.023312291996,645.00000004,2479
"Sioux City, IA",34092.37591791901,19256.499017918995,28799.056517918998,24395.383817918995,16127.868617918994,5158.884017918997,18914.988617918996,8258.484017918996,5197.869017918998,16650.718217919002,668.1278179190012,5830.464017918999,-7273.263982081,-2707.8181820810023,-4468.565482081001,-2994.137782081001,4676.304017918999,2724.931517918998,7564.661517919001,8221.891517918997,5046.631517918999,4709.821517918997,24084.980982081,510.5,2237
